Instance type,Release Date,Instance vCPU,Platform Total Number of vCPU,Platform CPU Name,Instance Memory (in GB),Platform Memory (in GB),Storage Info (Type and Size in GB),Storage Type,Platform Storage Drive Quantity,Platform GPU Quantity,Platform GPU Name,Instance Number of GPU,Instance GPU memory (in GB),PkgWatt @ Idle,PkgWatt @ 10%,PkgWatt @ 50%,PkgWatt @ 100%,RAMWatt @ Idle,RAMWatt @ 10%,RAMWatt @ 50%,RAMWatt @ 100%,GPUWatt @ Idle,GPUWatt @ 10%,GPUWatt @ 50%,GPUWatt @ 100%,Delta Full Machine,Instance @ Idle,Instance @ 10%,Instance @ 50%,Instance @ 100%,Platform Additional Memory Scope 3 Emissions,Platform Additional Storage Scope 3 Emissions,Platform Additional GPU Scope 3 Emissions,Platform Additional CPU Scope 3 Emissions,Total Platform Scope 3 Emissions  (kgCO?eq),Instance Hourly Manufacturing Emissions (gCO?eq),Hardware Information on AWS Documentation & Comments
m6g.8xlarge,December 2019,32,64,Graviton2,128,256,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,25.60,38.40,51.20,76.80,0.0,0.0,0.0,0.0,15.0,#NAME?,#NAME?,#NAME?,#NAME?,332.9,0.0,0.0,0.0,1332.9,19.3,AWS Graviton2 (ARM)
m6g.12xlarge,December 2019,48,64,Graviton2,192,256,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,38.40,57.60,76.80,115.20,0.0,0.0,0.0,0.0,22.5,#NAME?,#NAME?,#NAME?,#NAME?,332.9,0.0,0.0,0.0,1332.9,28.9,AWS Graviton2 (ARM)
m6g.16xlarge,December 2019,64,64,Graviton2,256,256,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,51.20,76.80,102.40,153.60,0.0,0.0,0.0,0.0,30.0,#NAME?,#NAME?,#NAME?,#NAME?,332.9,0.0,0.0,0.0,1332.9,38.6,AWS Graviton2 (ARM)
m6g.metal,December 2019,64,64,Graviton2,256,256,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,51.20,76.80,102.40,153.60,0.0,0.0,0.0,0.0,30.0,#NAME?,#NAME?,#NAME?,#NAME?,332.9,0.0,0.0,0.0,1332.9,38.6,AWS Graviton2 (ARM)
m6gd.medium,December 2019,1,64,Graviton2,4,256,1 x 59 NVMe SSD,SSD,2,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,0.80,1.20,1.60,2.40,0.0,0.0,0.0,0.0,0.5,#NAME?,#NAME?,#NAME?,#NAME?,332.9,200.0,0.0,0.0,1532.9,0.7,AWS Graviton2 (ARM)
m6gd.large,December 2019,2,64,Graviton2,8,256,1 x 118 NVMe SSD,SSD,2,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,1.60,2.40,3.20,4.80,0.0,0.0,0.0,0.0,0.9,#NAME?,#NAME?,#NAME?,#NAME?,332.9,200.0,0.0,0.0,1532.9,1.4,AWS Graviton2 (ARM)
m6gd.xlarge,December 2019,4,64,Graviton2,16,256,1 x 237 NVMe SSD,SSD,2,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,3.20,4.80,6.40,9.60,0.0,0.0,0.0,0.0,1.9,#NAME?,#NAME?,#NAME?,#NAME?,332.9,200.0,0.0,0.0,1532.9,2.8,AWS Graviton2 (ARM)
m6gd.2xlarge,December 2019,8,64,Graviton2,32,256,1 x 474 NVMe SSD,SSD,2,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,6.40,9.60,12.80,19.20,0.0,0.0,0.0,0.0,3.8,#NAME?,#NAME?,#NAME?,#NAME?,332.9,200.0,0.0,0.0,1532.9,5.5,AWS Graviton2 (ARM)
m6gd.4xlarge,December 2019,16,64,Graviton2,64,256,1 x 950 NVMe SSD,SSD,2,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,12.80,19.20,25.60,38.40,0.0,0.0,0.0,0.0,7.5,#NAME?,#NAME?,#NAME?,#NAME?,332.9,200.0,0.0,0.0,1532.9,11.1,AWS Graviton2 (ARM)
m6gd.8xlarge,December 2019,32,64,Graviton2,128,256,1 x 1900 NVMe SSD,SSD,2,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,25.60,38.40,51.20,76.80,0.0,0.0,0.0,0.0,15.0,#NAME?,#NAME?,#NAME?,#NAME?,332.9,200.0,0.0,0.0,1532.9,22.2,AWS Graviton2 (ARM)
m6gd.12xlarge,December 2019,48,64,Graviton2,192,256,2 x 1425 NVMe SSD,SSD,2,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,38.40,57.60,76.80,115.20,0.0,0.0,0.0,0.0,22.5,#NAME?,#NAME?,#NAME?,#NAME?,332.9,200.0,0.0,0.0,1532.9,33.3,AWS Graviton2 (ARM)
m6gd.16xlarge,December 2019,64,64,Graviton2,256,256,2 x 1900 NVMe SSD,SSD,2,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,51.20,76.80,102.40,153.60,0.0,0.0,0.0,0.0,30.0,#NAME?,#NAME?,#NAME?,#NAME?,332.9,200.0,0.0,0.0,1532.9,44.4,AWS Graviton2 (ARM)
m6gd.metal,December 2019,64,64,Graviton2,256,256,2 x 1900 NVMe SSD,SSD,2,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,51.20,76.80,102.40,153.60,0.0,0.0,0.0,0.0,30.0,#NAME?,#NAME?,#NAME?,#NAME?,332.9,200.0,0.0,0.0,1532.9,44.4,AWS Graviton2 (ARM)
m6i.large,August 2021,2,128,Xeon Platinum 8375C,8,512,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,1.60,2.40,3.20,4.80,0.0,0.0,0.0,0.0,1.9,#NAME?,#NAME?,#NAME?,#NAME?,687.9,0.0,0.0,100.0,1787.9,0.8,3rd generation Intel Xeon Scalable processors
m6i.xlarge,August 2021,4,128,Xeon Platinum 8375C,16,512,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,3.20,4.80,6.40,9.60,0.0,0.0,0.0,0.0,3.8,#NAME?,#NAME?,#NAME?,#NAME?,687.9,0.0,0.0,100.0,1787.9,1.6,3rd generation Intel Xeon Scalable processors
m6i.2xlarge,August 2021,8,128,Xeon Platinum 8375C,32,512,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,6.40,9.60,12.80,19.20,0.0,0.0,0.0,0.0,7.5,#NAME?,#NAME?,#NAME?,#NAME?,687.9,0.0,0.0,100.0,1787.9,3.2,3rd generation Intel Xeon Scalable processors
m6i.4xlarge,August 2021,16,128,Xeon Platinum 8375C,64,512,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,12.80,19.20,25.60,38.40,0.0,0.0,0.0,0.0,15.0,#NAME?,#NAME?,#NAME?,#NAME?,687.9,0.0,0.0,100.0,1787.9,6.5,3rd generation Intel Xeon Scalable processors
m6i.8xlarge,August 2021,32,128,Xeon Platinum 8375C,128,512,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,25.60,38.40,51.20,76.80,0.0,0.0,0.0,0.0,30.0,#NAME?,#NAME?,#NAME?,#NAME?,687.9,0.0,0.0,100.0,1787.9,12.9,3rd generation Intel Xeon Scalable processors
m6i.12xlarge,August 2021,48,128,Xeon Platinum 8375C,192,512,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,38.40,57.60,76.80,115.20,0.0,0.0,0.0,0.0,45.0,#NAME?,#NAME?,#NAME?,#NAME?,687.9,0.0,0.0,100.0,1787.9,19.4,3rd generation Intel Xeon Scalable processors
m6i.16xlarge,August 2021,64,128,Xeon Platinum 8375C,256,512,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,51.20,76.80,102.40,153.60,0.0,0.0,0.0,0.0,60.0,#NAME?,#NAME?,#NAME?,#NAME?,687.9,0.0,0.0,100.0,1787.9,25.9,3rd generation Intel Xeon Scalable processors
m6i.24xlarge,August 2021,96,128,Xeon Platinum 8375C,384,512,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,76.80,115.20,153.60,230.40,0.0,0.0,0.0,0.0,90.0,#NAME?,#NAME?,#NAME?,#NAME?,687.9,0.0,0.0,100.0,1787.9,38.8,3rd generation Intel Xeon Scalable processors
m6i.32xlarge,August 2021,128,128,Xeon Platinum 8375C,512,512,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,102.40,153.60,204.80,307.20,0.0,0.0,0.0,0.0,120.0,#NAME?,#NAME?,#NAME?,#NAME?,687.9,0.0,0.0,100.0,1787.9,51.7,3rd generation Intel Xeon Scalable processors
mac1.metal,November 2020,12,12,Core i7-8700B,32,32,N/A,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,6.40,9.60,12.80,19.20,0.0,0.0,0.0,0.0,13.0,#NAME?,#NAME?,#NAME?,#NAME?,22.2,0.0,0.0,0.0,1022.2,29.6,
p2.xlarge,September 2016,4,72,Xeon E5-2686 v4,61,732,N/A,EBS,0,16,Tesla K80,1,24,#NAME?,#NAME?,#NAME?,#NAME?,12.20,18.30,24.40,36.60,#NAME?,#NAME?,#NAME?,#NAME?,3.2,#NAME?,#NAME?,#NAME?,#NAME?,993.0,0.0,2400.0,100.0,4493.0,7.2,1 GPU NVIDIA Tesla K80
p2.8xlarge,September 2016,32,72,Xeon E5-2686 v4,488,732,N/A,EBS,0,16,Tesla K80,8,192,#NAME?,#NAME?,#NAME?,#NAME?,97.60,146.40,195.20,292.80,#NAME?,#NAME?,#NAME?,#NAME?,25.8,#NAME?,#NAME?,#NAME?,#NAME?,993.0,0.0,2400.0,100.0,4493.0,57.8,8 GPU NVIDIA Tesla K80
p2.16xlarge,September 2016,64,72,Xeon E5-2686 v4,732,732,N/A,EBS,0,16,Tesla K80,16,384,#NAME?,#NAME?,#NAME?,#NAME?,146.40,219.60,292.80,439.20,#NAME?,#NAME?,#NAME?,#NAME?,51.6,#NAME?,#NAME?,#NAME?,#NAME?,993.0,0.0,2400.0,100.0,4493.0,115.6,16 GPU NVIDIA Tesla K80
p3.2xlarge,October 2017,8,72,Xeon E5-2686 v4,61,768,N/A,SSD,2,8,Tesla V100,1,16,#NAME?,#NAME?,#NAME?,#NAME?,12.20,18.30,24.40,36.60,#NAME?,#NAME?,#NAME?,#NAME?,6.4,#NAME?,#NAME?,#NAME?,#NAME?,1042.9,200.0,1200.0,100.0,3542.9,11.4,1 NVIDIA Tesla V100
p3.8xlarge,October 2017,32,72,Xeon E5-2686 v4,244,768,N/A,SSD,2,8,Tesla V100,4,64,#NAME?,#NAME?,#NAME?,#NAME?,48.80,73.20,97.60,146.40,#NAME?,#NAME?,#NAME?,#NAME?,25.8,#NAME?,#NAME?,#NAME?,#NAME?,1042.9,200.0,1200.0,100.0,3542.9,45.6,4 NVIDIA Tesla V100
p3.16xlarge,October 2017,64,72,Xeon E5-2686 v4,488,768,N/A,SSD,2,8,Tesla V100,8,128,#NAME?,#NAME?,#NAME?,#NAME?,97.60,146.40,195.20,292.80,#NAME?,#NAME?,#NAME?,#NAME?,51.6,#NAME?,#NAME?,#NAME?,#NAME?,1042.9,200.0,1200.0,100.0,3542.9,91.1,8 NVIDIA Tesla V100
p3dn.24xlarge,December 2018,96,96,Xeon Platinum 8175M,768,768,2 x 900 NVMe SSD,SSD,2,8,Tesla V100,8,256,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,96.0,#NAME?,#NAME?,#NAME?,#NAME?,1042.9,200.0,1200.0,100.0,3542.9,102.5,8 NVIDIA Tesla V100
p4d.24xlarge,November 2020,96,96,Xeon Platinum 8275CL,1152,1152,8TB NVMe SSD,SSD,8,8,Tesla A100,8,320,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,96.0,#NAME?,#NAME?,#NAME?,#NAME?,1575.5,800.0,1200.0,100.0,4675.5,135.3,8 NVIDIA A100 Tensor Core GPU
ra3.4xlarge,December 2019,12,48,Xeon E5-2676 v3,96,384,64000 RMS,RMS,10,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,19.20,28.80,38.40,57.60,0.0,0.0,0.0,0.0,12.0,#NAME?,#NAME?,#NAME?,#NAME?,510.4,500.0,0.0,100.0,2110.4,15.3,Comment: CPU platform assumed to be the same as ds2 instances
ra3.16xlarge,December 2019,48,48,Xeon E5-2676 v3,384,384,64000 RMS,RMS,10,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,76.80,115.20,153.60,230.40,0.0,0.0,0.0,0.0,48.0,#NAME?,#NAME?,#NAME?,#NAME?,510.4,500.0,0.0,100.0,2110.4,61.1,Comment: CPU platform assumed to be the same as ds2 instances
r3.large,April 2014,2,40,Xeon E5-2670 v2,15.25,244,1 x 32 (SSD),SSD,2,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,3.05,4.58,6.10,9.15,0.0,0.0,0.0,0.0,2.3,#NAME?,#NAME?,#NAME?,#NAME?,316.2,200.0,0.0,100.0,1616.2,2.3,Intel Xeon Ivy Bridge Processors
r3.xlarge,April 2014,4,40,Xeon E5-2670 v2,30.5,244,1 x 80 (SSD),SSD,2,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,6.10,9.15,12.20,18.30,0.0,0.0,0.0,0.0,4.6,#NAME?,#NAME?,#NAME?,#NAME?,316.2,200.0,0.0,100.0,1616.2,4.7,Intel Xeon Ivy Bridge Processors
r3.2xlarge,April 2014,8,40,Xeon E5-2670 v2,61,244,1 x 160 (SSD),SSD,2,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,12.20,18.30,24.40,36.60,0.0,0.0,0.0,0.0,9.2,#NAME?,#NAME?,#NAME?,#NAME?,316.2,200.0,0.0,100.0,1616.2,9.4,Intel Xeon Ivy Bridge Processors
r3.4xlarge,April 2014,16,40,Xeon E5-2670 v2,122,244,1 x 320 (SSD),SSD,2,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,24.40,36.60,48.80,73.20,0.0,0.0,0.0,0.0,18.4,#NAME?,#NAME?,#NAME?,#NAME?,316.2,200.0,0.0,100.0,1616.2,18.7,Intel Xeon Ivy Bridge Processors
r3.8xlarge,April 2014,32,40,Xeon E5-2670 v2,244,244,2 x 320 (SSD),SSD,2,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,48.80,73.20,97.60,146.40,0.0,0.0,0.0,0.0,36.8,#NAME?,#NAME?,#NAME?,#NAME?,316.2,200.0,0.0,100.0,1616.2,37.4,Intel Xeon Ivy Bridge Processors
r4.large,November 2016,2,72,Xeon E5-2686 v4,15.25,488,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,3.05,4.58,6.10,9.15,0.0,0.0,0.0,0.0,1.6,#NAME?,#NAME?,#NAME?,#NAME?,654.6,0.0,0.0,100.0,1754.6,1.4,2.3 GHz Intel Xeon E5-2686 v4 Processor
r4.xlarge,November 2016,4,72,Xeon E5-2686 v4,30.5,488,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,6.10,9.15,12.20,18.30,0.0,0.0,0.0,0.0,3.2,#NAME?,#NAME?,#NAME?,#NAME?,654.6,0.0,0.0,100.0,1754.6,2.8,2.3 GHz Intel Xeon E5-2686 v4 Processor
r4.2xlarge,November 2016,8,72,Xeon E5-2686 v4,61,488,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,12.20,18.30,24.40,36.60,0.0,0.0,0.0,0.0,6.4,#NAME?,#NAME?,#NAME?,#NAME?,654.6,0.0,0.0,100.0,1754.6,5.6,2.3 GHz Intel Xeon E5-2686 v4 Processor
r4.4xlarge,November 2016,16,72,Xeon E5-2686 v4,122,488,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,24.40,36.60,48.80,73.20,0.0,0.0,0.0,0.0,12.9,#NAME?,#NAME?,#NAME?,#NAME?,654.6,0.0,0.0,100.0,1754.6,11.3,2.3 GHz Intel Xeon E5-2686 v4 Processor
r4.8xlarge,November 2016,32,72,Xeon E5-2686 v4,244,488,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,48.80,73.20,97.60,146.40,0.0,0.0,0.0,0.0,25.8,#NAME?,#NAME?,#NAME?,#NAME?,654.6,0.0,0.0,100.0,1754.6,22.6,2.3 GHz Intel Xeon E5-2686 v4 Processor
r4.16xlarge,November 2016,64,72,Xeon E5-2686 v4,488,488,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,97.60,146.40,195.20,292.80,0.0,0.0,0.0,0.0,51.6,#NAME?,#NAME?,#NAME?,#NAME?,654.6,0.0,0.0,100.0,1754.6,45.1,2.3 GHz Intel Xeon E5-2686 v4 Processor
r5.large,July 2018,2,96,Xeon Platinum 8175M,16,768,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,0.0,0.0,0.0,0.0,2.0,#NAME?,#NAME?,#NAME?,#NAME?,1042.9,0.0,0.0,100.0,2142.9,1.3,Up to 3.1 GHz Intel Xeon Platinum 8000 series processors (Skylake-SP or Cascade Lake)
r5.xlarge,July 2018,4,96,Xeon Platinum 8175M,32,768,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,0.0,0.0,0.0,0.0,4.0,#NAME?,#NAME?,#NAME?,#NAME?,1042.9,0.0,0.0,100.0,2142.9,2.6,Up to 3.1 GHz Intel Xeon Platinum 8000 series processors (Skylake-SP or Cascade Lake)
r5.2xlarge,July 2018,8,96,Xeon Platinum 8175M,64,768,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,0.0,0.0,0.0,0.0,8.0,#NAME?,#NAME?,#NAME?,#NAME?,1042.9,0.0,0.0,100.0,2142.9,5.2,Up to 3.1 GHz Intel Xeon Platinum 8000 series processors (Skylake-SP or Cascade Lake)
r5.4xlarge,July 2018,16,96,Xeon Platinum 8175M,128,768,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,0.0,0.0,0.0,0.0,16.0,#NAME?,#NAME?,#NAME?,#NAME?,1042.9,0.0,0.0,100.0,2142.9,10.3,Up to 3.1 GHz Intel Xeon Platinum 8000 series processors (Skylake-SP or Cascade Lake)
r5.8xlarge,June 2019,32,96,Xeon Platinum 8175M,256,768,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,0.0,0.0,0.0,0.0,32.0,#NAME?,#NAME?,#NAME?,#NAME?,1042.9,0.0,0.0,100.0,2142.9,20.7,Up to 3.1 GHz Intel Xeon Platinum 8000 series processors (Skylake-SP or Cascade Lake)
r5.12xlarge,July 2018,48,96,Xeon Platinum 8175M,384,768,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,0.0,0.0,0.0,0.0,48.0,#NAME?,#NAME?,#NAME?,#NAME?,1042.9,0.0,0.0,100.0,2142.9,31.0,Up to 3.1 GHz Intel Xeon Platinum 8000 series processors (Skylake-SP or Cascade Lake)
r5.16xlarge,June 2019,64,96,Xeon Platinum 8175M,512,768,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,0.0,0.0,0.0,0.0,64.0,#NAME?,#NAME?,#NAME?,#NAME?,1042.9,0.0,0.0,100.0,2142.9,41.3,Up to 3.1 GHz Intel Xeon Platinum 8000 series processors (Skylake-SP or Cascade Lake)
r5.24xlarge,July 2018,96,96,Xeon Platinum 8175M,768,768,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,0.0,0.0,0.0,0.0,96.0,#NAME?,#NAME?,#NAME?,#NAME?,1042.9,0.0,0.0,100.0,2142.9,62.0,Up to 3.1 GHz Intel Xeon Platinum 8000 series processors (Skylake-SP or Cascade Lake)
r5.metal,July 2018,96,96,Xeon Platinum 8175M,768,768,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,0.0,0.0,0.0,0.0,96.0,#NAME?,#NAME?,#NAME?,#NAME?,1042.9,0.0,0.0,100.0,2142.9,62.0,Up to 3.1 GHz Intel Xeon Platinum 8000 series processors (Skylake-SP or Cascade Lake)
r5a.large,November 2018,2,96,EPYC 7571,16,768,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,3.20,4.80,6.40,9.60,0.0,0.0,0.0,0.0,1.7,#NAME?,#NAME?,#NAME?,#NAME?,1042.9,0.0,0.0,100.0,2142.9,1.3,2.5 GHz AMD EPYC 7000 series processors
r5a.xlarge,November 2018,4,96,EPYC 7571,32,768,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,6.40,9.60,12.80,19.20,0.0,0.0,0.0,0.0,3.3,#NAME?,#NAME?,#NAME?,#NAME?,1042.9,0.0,0.0,100.0,2142.9,2.6,2.5 GHz AMD EPYC 7000 series processors
r5a.2xlarge,November 2018,8,96,EPYC 7571,64,768,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,12.80,19.20,25.60,38.40,0.0,0.0,0.0,0.0,6.7,#NAME?,#NAME?,#NAME?,#NAME?,1042.9,0.0,0.0,100.0,2142.9,5.2,2.5 GHz AMD EPYC 7000 series processors
r5a.4xlarge,November 2018,16,96,EPYC 7571,128,768,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,25.60,38.40,51.20,76.80,0.0,0.0,0.0,0.0,13.3,#NAME?,#NAME?,#NAME?,#NAME?,1042.9,0.0,0.0,100.0,2142.9,10.3,2.5 GHz AMD EPYC 7000 series processors
r5a.8xlarge,June 2019,32,96,EPYC 7571,256,768,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,51.20,76.80,102.40,153.60,0.0,0.0,0.0,0.0,26.7,#NAME?,#NAME?,#NAME?,#NAME?,1042.9,0.0,0.0,100.0,2142.9,20.7,2.5 GHz AMD EPYC 7000 series processors
r5a.12xlarge,November 2018,48,96,EPYC 7571,384,768,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,76.80,115.20,153.60,230.40,0.0,0.0,0.0,0.0,40.0,#NAME?,#NAME?,#NAME?,#NAME?,1042.9,0.0,0.0,100.0,2142.9,31.0,2.5 GHz AMD EPYC 7000 series processors
r5a.16xlarge,June 2019,64,96,EPYC 7571,512,768,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,102.40,153.60,204.80,307.20,0.0,0.0,0.0,0.0,53.3,#NAME?,#NAME?,#NAME?,#NAME?,1042.9,0.0,0.0,100.0,2142.9,41.3,2.5 GHz AMD EPYC 7000 series processors
r5a.24xlarge,November 2018,96,96,EPYC 7571,768,768,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,153.60,230.40,307.20,460.80,0.0,0.0,0.0,0.0,80.0,#NAME?,#NAME?,#NAME?,#NAME?,1042.9,0.0,0.0,100.0,2142.9,62.0,2.5 GHz AMD EPYC 7000 series processors
r5ad.large,March 2019,2,96,EPYC 7571,16,768,1 x 75 NVMe SSD,SSD,4,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,3.20,4.80,6.40,9.60,0.0,0.0,0.0,0.0,1.7,#NAME?,#NAME?,#NAME?,#NAME?,1042.9,400.0,0.0,100.0,2542.9,1.5,2.5 GHz AMD EPYC 7000 series processors
r5ad.xlarge,March 2019,4,96,EPYC 7571,32,768,1 x 150 NVMe SSD,SSD,4,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,6.40,9.60,12.80,19.20,0.0,0.0,0.0,0.0,3.3,#NAME?,#NAME?,#NAME?,#NAME?,1042.9,400.0,0.0,100.0,2542.9,3.1,2.5 GHz AMD EPYC 7000 series processors
r5ad.2xlarge,March 2019,8,96,EPYC 7571,64,768,1 x 300 NVMe SSD,SSD,4,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,12.80,19.20,25.60,38.40,0.0,0.0,0.0,0.0,6.7,#NAME?,#NAME?,#NAME?,#NAME?,1042.9,400.0,0.0,100.0,2542.9,6.1,2.5 GHz AMD EPYC 7000 series processors
r5ad.4xlarge,March 2019,16,96,EPYC 7571,128,768,2 x 300 NVMe SSD,SSD,4,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,25.60,38.40,51.20,76.80,0.0,0.0,0.0,0.0,13.3,#NAME?,#NAME?,#NAME?,#NAME?,1042.9,400.0,0.0,100.0,2542.9,12.3,2.5 GHz AMD EPYC 7000 series processors
r5ad.8xlarge,March 2019,32,96,EPYC 7571,256,768,2 x 600 NVMe SSD,SSD,4,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,51.20,76.80,102.40,153.60,0.0,0.0,0.0,0.0,26.7,#NAME?,#NAME?,#NAME?,#NAME?,1042.9,400.0,0.0,100.0,2542.9,24.5,2.5 GHz AMD EPYC 7000 series processors
r5ad.12xlarge,March 2019,48,96,EPYC 7571,384,768,2 x 900 NVMe SSD,SSD,4,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,76.80,115.20,153.60,230.40,0.0,0.0,0.0,0.0,40.0,#NAME?,#NAME?,#NAME?,#NAME?,1042.9,400.0,0.0,100.0,2542.9,36.8,2.5 GHz AMD EPYC 7000 series processors
r5ad.16xlarge,March 2019,64,96,EPYC 7571,512,768,4 x 600 NVMe SSD,SSD,4,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,102.40,153.60,204.80,307.20,0.0,0.0,0.0,0.0,53.3,#NAME?,#NAME?,#NAME?,#NAME?,1042.9,400.0,0.0,100.0,2542.9,49.1,2.5 GHz AMD EPYC 7000 series processors
