Instance type,Release Date,Instance vCPU,Platform Total Number of vCPU,Platform CPU Name,Instance Memory (in GB),Platform Memory (in GB),Storage Info (Type and Size in GB),Storage Type,Platform Storage Drive Quantity,Platform GPU Quantity,Platform GPU Name,Instance Number of GPU,Instance GPU memory (in GB),PkgWatt @ Idle,PkgWatt @ 10%,PkgWatt @ 50%,PkgWatt @ 100%,RAMWatt @ Idle,RAMWatt @ 10%,RAMWatt @ 50%,RAMWatt @ 100%,GPUWatt @ Idle,GPUWatt @ 10%,GPUWatt @ 50%,GPUWatt @ 100%,Delta Full Machine,Instance @ Idle,Instance @ 10%,Instance @ 50%,Instance @ 100%,Platform Additional Memory Scope 3 Emissions,Platform Additional Storage Scope 3 Emissions,Platform Additional GPU Scope 3 Emissions,Platform Additional CPU Scope 3 Emissions,Total Platform Scope 3 Emissions  (kgCO?eq),Instance Hourly Manufacturing Emissions (gCO?eq),Hardware Information on AWS Documentation & Comments
ds2.8xlarge,June 2015,36,48,Xeon E5-2676 v3,244,244,16000 HDD,HDD,8,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,48.80,73.20,97.60,146.40,0.0,0.0,0.0,0.0,36.0,#NAME?,#NAME?,#NAME?,#NAME?,316.2,400.0,0.0,100.0,1816.2,39.4,N/A
f1.2xlarge,November 2016,8,72,Xeon E5-2686 v4,122,976,SSD 470,SSD,4,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,24.40,36.60,48.80,73.20,0.0,0.0,0.0,0.0,6.4,#NAME?,#NAME?,#NAME?,#NAME?,1331.4,400.0,0.0,100.0,2831.4,9.1,1 FPGA - Comment: the estimated Scope 3 does not include the FPGA(s)
f1.4xlarge,November 2016,16,72,Xeon E5-2686 v4,244,976,SSD 940,SSD,4,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,48.80,73.20,97.60,146.40,0.0,0.0,0.0,0.0,12.9,#NAME?,#NAME?,#NAME?,#NAME?,1331.4,400.0,0.0,100.0,2831.4,18.2,2 FPGA - Comment: the estimated Scope 3 does not include the FPGA(s)
f1.16xlarge,November 2016,64,72,Xeon E5-2686 v4,976,976,SSD 4 x 940,SSD,4,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,195.20,292.80,390.40,585.60,0.0,0.0,0.0,0.0,51.6,#NAME?,#NAME?,#NAME?,#NAME?,1331.4,400.0,0.0,100.0,2831.4,72.8,8 FPGA - Comment: the estimated Scope 3 does not include the FPGA(s)
g2.2xlarge,November 2013,8,32,Xeon E5-2670,15,60,1 x 60 (SSD),SSD,2,4,K520,1,4,#NAME?,#NAME?,#NAME?,#NAME?,3.00,4.50,6.00,9.00,#NAME?,#NAME?,#NAME?,#NAME?,11.5,#NAME?,#NAME?,#NAME?,#NAME?,61.0,200.0,600.0,100.0,1961.0,14.2,1 GPU NVIDIA GRID K520
g2.8xlarge,April 2015,32,32,Xeon E5-2670,60,60,2 x 120 (SSD),SSD,2,4,K520,4,16,#NAME?,#NAME?,#NAME?,#NAME?,12.00,18.00,24.00,36.00,#NAME?,#NAME?,#NAME?,#NAME?,46.0,#NAME?,#NAME?,#NAME?,#NAME?,61.0,200.0,600.0,100.0,1961.0,56.7,4 GPU NVIDIA GRID K520
g3s.xlarge,October 2018,4,72,Xeon E5-2686 v4,30.5,488,,EBS,0,4,Tesla M60,1,8,#NAME?,#NAME?,#NAME?,#NAME?,6.10,9.15,12.20,18.30,#NAME?,#NAME?,#NAME?,#NAME?,3.2,#NAME?,#NAME?,#NAME?,#NAME?,654.6,0.0,600.0,100.0,2354.6,3.8,1*GPU NVIDIA Tesla M60
g3.4xlarge,July 2017,16,72,Xeon E5-2686 v4,122,488,,EBS,0,4,Tesla M60,1,8,#NAME?,#NAME?,#NAME?,#NAME?,24.40,36.60,48.80,73.20,#NAME?,#NAME?,#NAME?,#NAME?,12.9,#NAME?,#NAME?,#NAME?,#NAME?,654.6,0.0,600.0,100.0,2354.6,15.1,1*GPU NVIDIA Tesla M60
g3.8xlarge,July 2017,32,72,Xeon E5-2686 v4,244,488,,EBS,0,4,Tesla M60,2,16,#NAME?,#NAME?,#NAME?,#NAME?,48.80,73.20,97.60,146.40,#NAME?,#NAME?,#NAME?,#NAME?,25.8,#NAME?,#NAME?,#NAME?,#NAME?,654.6,0.0,600.0,100.0,2354.6,30.3,2*GPU NVIDIA Tesla M60
g3.16xlarge,July 2017,64,72,Xeon E5-2686 v4,488,488,,EBS,0,4,Tesla M60,4,32,#NAME?,#NAME?,#NAME?,#NAME?,97.60,146.40,195.20,292.80,#NAME?,#NAME?,#NAME?,#NAME?,51.6,#NAME?,#NAME?,#NAME?,#NAME?,654.6,0.0,600.0,100.0,2354.6,60.6,4*GPU NVIDIA Tesla M60
g4dn.xlarge,March 2019,4,96,Xeon Platinum 8259CL,16,384,125,SSD,2,8,T4,1,16,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,3.5,#NAME?,#NAME?,#NAME?,#NAME?,510.4,200.0,1200.0,100.0,3010.4,3.6,NVIDIA T4 GPU and custom Intel Cascade Lake CPUs
g4dn.2xlarge,March 2019,8,96,Xeon Platinum 8259CL,32,384,225,SSD,2,8,T4,1,16,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,7.0,#NAME?,#NAME?,#NAME?,#NAME?,510.4,200.0,1200.0,100.0,3010.4,7.3,NVIDIA T4 GPU and custom Intel Cascade Lake CPUs
g4dn.4xlarge,March 2019,16,96,Xeon Platinum 8259CL,64,384,225,SSD,2,8,T4,1,16,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,14.0,#NAME?,#NAME?,#NAME?,#NAME?,510.4,200.0,1200.0,100.0,3010.4,14.5,NVIDIA T4 GPU and custom Intel Cascade Lake CPUs
g4dn.8xlarge,March 2019,32,96,Xeon Platinum 8259CL,128,384,1x900,SSD,2,8,T4,1,16,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,28.0,#NAME?,#NAME?,#NAME?,#NAME?,510.4,200.0,1200.0,100.0,3010.4,29.0,NVIDIA T4 GPU and custom Intel Cascade Lake CPUs
g4dn.16xlarge,March 2019,64,96,Xeon Platinum 8259CL,256,384,1x900,SSD,2,8,T4,1,16,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,56.0,#NAME?,#NAME?,#NAME?,#NAME?,510.4,200.0,1200.0,100.0,3010.4,58.1,NVIDIA T4 GPU and custom Intel Cascade Lake CPUs
g4dn.12xlarge,March 2019,48,96,Xeon Platinum 8259CL,192,384,1x900,SSD,2,8,T4,4,64,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,42.0,#NAME?,#NAME?,#NAME?,#NAME?,510.4,200.0,1200.0,100.0,3010.4,43.6,NVIDIA T4 GPU and custom Intel Cascade Lake CPUs
g4dn.metal,March 2019,96,96,Xeon Platinum 8259CL,384,384,2x900,SSD,2,8,T4,8,128,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,84.0,#NAME?,#NAME?,#NAME?,#NAME?,510.4,200.0,1200.0,100.0,3010.4,87.1,NVIDIA T4 GPU and custom Intel Cascade Lake CPUs
g4ad.4xlarge,March 2019,16,96,EPYC 7R32,64,384,600,SSD,2,4,Radeon Pro V520,1,8,#NAME?,#NAME?,#NAME?,#NAME?,12.80,19.20,25.60,38.40,#NAME?,#NAME?,#NAME?,#NAME?,9.3,#NAME?,#NAME?,#NAME?,#NAME?,510.4,200.0,600.0,0.0,2310.4,11.1,AMD Radeon Pro V520 GPUs and 2nd generation AMD EPYC processors
g4ad.8xlarge,March 2019,32,96,EPYC 7R32,128,384,1200,SSD,2,4,Radeon Pro V520,2,16,#NAME?,#NAME?,#NAME?,#NAME?,25.60,38.40,51.20,76.80,#NAME?,#NAME?,#NAME?,#NAME?,18.7,#NAME?,#NAME?,#NAME?,#NAME?,510.4,200.0,600.0,0.0,2310.4,22.3,AMD Radeon Pro V520 GPUs and 2nd generation AMD EPYC processors
g4ad.16xlarge,March 2019,64,96,EPYC 7R32,256,384,2400,SSD,2,4,Radeon Pro V520,4,32,#NAME?,#NAME?,#NAME?,#NAME?,51.20,76.80,102.40,153.60,#NAME?,#NAME?,#NAME?,#NAME?,37.3,#NAME?,#NAME?,#NAME?,#NAME?,510.4,200.0,600.0,0.0,2310.4,44.6,AMD Radeon Pro V520 GPUs and 2nd generation AMD EPYC processors
h1.2xlarge,November 2017,8,72,Xeon E5-2686 v4,32,256,1 x 2.000 HDD,HDD,24,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,6.40,9.60,12.80,19.20,0.0,0.0,0.0,0.0,6.4,#NAME?,#NAME?,#NAME?,#NAME?,332.9,1200.0,0.0,100.0,2632.9,8.5,2.3 GHz Intel Xeon E5 2686 v4 Processor (Broadwell)
h1.4xlarge,November 2017,16,72,Xeon E5-2686 v4,64,256,2 x 2.000 HDD,HDD,24,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,12.80,19.20,25.60,38.40,0.0,0.0,0.0,0.0,12.9,#NAME?,#NAME?,#NAME?,#NAME?,332.9,1200.0,0.0,100.0,2632.9,16.9,2.3 GHz Intel Xeon E5 2686 v4 Processor (Broadwell)
h1.8xlarge,November 2017,32,72,Xeon E5-2686 v4,128,256,4 x 2.000 HDD,HDD,24,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,25.60,38.40,51.20,76.80,0.0,0.0,0.0,0.0,25.8,#NAME?,#NAME?,#NAME?,#NAME?,332.9,1200.0,0.0,100.0,2632.9,33.9,2.3 GHz Intel Xeon E5 2686 v4 Processor (Broadwell)
h1.16xlarge,November 2017,64,72,Xeon E5-2686 v4,256,256,8 x 2.000 HDD,HDD,24,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,51.20,76.80,102.40,153.60,0.0,0.0,0.0,0.0,51.6,#NAME?,#NAME?,#NAME?,#NAME?,332.9,1200.0,0.0,100.0,2632.9,67.7,2.3 GHz Intel Xeon E5 2686 v4 Processor (Broadwell)
hs1.8xlarge,December 2012,16,32,Xeon E5-2670,117,244,24 x 2 000 (HDD),HDD,24,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,23.40,35.10,46.80,70.20,0.0,0.0,0.0,0.0,23.0,#NAME?,#NAME?,#NAME?,#NAME?,316.2,1200.0,0.0,100.0,2616.2,37.9,Intel E5-2650 processor
i2.xlarge,December 2013,4,40,Xeon E5-2670 v2,30.5,244,1 x 800 (SSD),SSD,8,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,6.10,9.15,12.20,18.30,0.0,0.0,0.0,0.0,4.6,#NAME?,#NAME?,#NAME?,#NAME?,316.2,800.0,0.0,100.0,2216.2,6.4,Intel E5-2670 v2 (Ivy Bridge) processor
i2.2xlarge,December 2013,8,40,Xeon E5-2670 v2,61,244,2 x 800 (SSD),SSD,8,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,12.20,18.30,24.40,36.60,0.0,0.0,0.0,0.0,9.2,#NAME?,#NAME?,#NAME?,#NAME?,316.2,800.0,0.0,100.0,2216.2,12.8,Intel E5-2670 v2 (Ivy Bridge) processor
i2.4xlarge,December 2013,16,40,Xeon E5-2670 v2,122,244,4 x 800 (SSD),SSD,8,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,24.40,36.60,48.80,73.20,0.0,0.0,0.0,0.0,18.4,#NAME?,#NAME?,#NAME?,#NAME?,316.2,800.0,0.0,100.0,2216.2,25.7,Intel E5-2670 v2 (Ivy Bridge) processor
i2.8xlarge,December 2013,32,40,Xeon E5-2670 v2,244,244,8 x 800 (SSD),SSD,8,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,48.80,73.20,97.60,146.40,0.0,0.0,0.0,0.0,36.8,#NAME?,#NAME?,#NAME?,#NAME?,316.2,800.0,0.0,100.0,2216.2,51.3,Intel E5-2670 v2 (Ivy Bridge) processor
i3.large,November 2016,2,72,Xeon E5-2686 v4,15.25,512,1 x 475 NVMe SSD,SSD,8,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,3.05,4.58,6.10,9.15,0.0,0.0,0.0,0.0,1.6,#NAME?,#NAME?,#NAME?,#NAME?,687.9,800.0,0.0,100.0,2587.9,2.1,2.3 GHz Intel Xeon E5 2686 v4 Processor (Broadwell)
i3.xlarge,November 2016,4,72,Xeon E5-2686 v4,30.5,512,1 x 950 NVMe SSD,SSD,8,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,6.10,9.15,12.20,18.30,0.0,0.0,0.0,0.0,3.2,#NAME?,#NAME?,#NAME?,#NAME?,687.9,800.0,0.0,100.0,2587.9,4.2,2.3 GHz Intel Xeon E5 2686 v4 Processor (Broadwell)
i3.2xlarge,November 2016,8,72,Xeon E5-2686 v4,61,512,1 x 1.900 NVMe SSD,SSD,8,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,12.20,18.30,24.40,36.60,0.0,0.0,0.0,0.0,6.4,#NAME?,#NAME?,#NAME?,#NAME?,687.9,800.0,0.0,100.0,2587.9,8.3,2.3 GHz Intel Xeon E5 2686 v4 Processor (Broadwell)
i3.4xlarge,November 2016,16,72,Xeon E5-2686 v4,122,512,2 x 1.900 NVMe SSD,SSD,8,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,24.40,36.60,48.80,73.20,0.0,0.0,0.0,0.0,12.9,#NAME?,#NAME?,#NAME?,#NAME?,687.9,800.0,0.0,100.0,2587.9,16.6,2.3 GHz Intel Xeon E5 2686 v4 Processor (Broadwell)
i3.8xlarge,November 2016,32,72,Xeon E5-2686 v4,244,512,4 x 1.900 NVMe SSD,SSD,8,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,48.80,73.20,97.60,146.40,0.0,0.0,0.0,0.0,25.8,#NAME?,#NAME?,#NAME?,#NAME?,687.9,800.0,0.0,100.0,2587.9,33.3,2.3 GHz Intel Xeon E5 2686 v4 Processor (Broadwell)
i3.16xlarge,November 2016,64,72,Xeon E5-2686 v4,488,512,8 x 1.900 NVMe SSD,SSD,8,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,97.60,146.40,195.20,292.80,0.0,0.0,0.0,0.0,51.6,#NAME?,#NAME?,#NAME?,#NAME?,687.9,800.0,0.0,100.0,2587.9,66.6,2.3 GHz Intel Xeon E5 2686 v4 Processor (Broadwell)
i3.metal,November 2017,72,72,Xeon E5-2686 v4,512,512,8 x 1.900 NVMe SSD,SSD,8,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,102.40,153.60,204.80,307.20,0.0,0.0,0.0,0.0,58.0,#NAME?,#NAME?,#NAME?,#NAME?,687.9,800.0,0.0,100.0,2587.9,74.9,2.3 GHz Intel Xeon E5 2686 v4 Processor (Broadwell)
i3en.large,May 2019,2,96,Xeon Platinum 8175M,16,768,1 x 1.250 NVMe SSD,SSD,8,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,0.0,0.0,0.0,0.0,2.0,#NAME?,#NAME?,#NAME?,#NAME?,1042.9,800.0,0.0,100.0,2942.9,1.8,3.1 GHz all core turbo Intel Xeon Scalable (Skylake) processors
i3en.xlarge,May 2019,4,96,Xeon Platinum 8175M,32,768,1 x 2.500 NVMe SSD,SSD,8,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,0.0,0.0,0.0,0.0,4.0,#NAME?,#NAME?,#NAME?,#NAME?,1042.9,800.0,0.0,100.0,2942.9,3.5,3.1 GHz all core turbo Intel Xeon Scalable (Skylake) processors
i3en.2xlarge,May 2019,8,96,Xeon Platinum 8175M,64,768,2 x 2.500 NVMe SSD,SSD,8,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,0.0,0.0,0.0,0.0,8.0,#NAME?,#NAME?,#NAME?,#NAME?,1042.9,800.0,0.0,100.0,2942.9,7.1,3.1 GHz all core turbo Intel Xeon Scalable (Skylake) processors
i3en.3xlarge,May 2019,12,96,Xeon Platinum 8175M,96,768,1 x 7.500 NVMe SSD,SSD,8,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,0.0,0.0,0.0,0.0,12.0,#NAME?,#NAME?,#NAME?,#NAME?,1042.9,800.0,0.0,100.0,2942.9,10.6,3.1 GHz all core turbo Intel Xeon Scalable (Skylake) processors
i3en.6xlarge,May 2019,24,96,Xeon Platinum 8175M,192,768,2 x 7.500 NVMe SSD,SSD,8,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,0.0,0.0,0.0,0.0,24.0,#NAME?,#NAME?,#NAME?,#NAME?,1042.9,800.0,0.0,100.0,2942.9,21.3,3.1 GHz all core turbo Intel Xeon Scalable (Skylake) processors
i3en.12xlarge,May 2019,48,96,Xeon Platinum 8175M,384,768,4 x 7.500 NVMe SSD,SSD,8,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,0.0,0.0,0.0,0.0,48.0,#NAME?,#NAME?,#NAME?,#NAME?,1042.9,800.0,0.0,100.0,2942.9,42.6,3.1 GHz all core turbo Intel Xeon Scalable (Skylake) processors
i3en.24xlarge,May 2019,96,96,Xeon Platinum 8175M,768,768,8 x 7.500 NVMe SSD,SSD,8,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,0.0,0.0,0.0,0.0,96.0,#NAME?,#NAME?,#NAME?,#NAME?,1042.9,800.0,0.0,100.0,2942.9,85.2,3.1 GHz all core turbo Intel Xeon Scalable (Skylake) processors
i3en.metal,August 2019,96,96,Xeon Platinum 8175M,768,768,8 x 7.500 NVMe SSD,SSD,8,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,0.0,0.0,0.0,0.0,96.0,#NAME?,#NAME?,#NAME?,#NAME?,1042.9,800.0,0.0,100.0,2942.9,85.2,3.1 GHz all core turbo Intel Xeon Scalable (Skylake) processors
inf1.xlarge,December 2019,4,96,Xeon Platinum 8275CL,8,192,EBS only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,0.0,0.0,0.0,0.0,4.0,#NAME?,#NAME?,#NAME?,#NAME?,244.1,0.0,0.0,100.0,1344.1,1.6,1 Inferencia chip - Comment: the estimated Scope 3 does not include the Inferencia chips
inf1.2xlarge,December 2019,8,96,Xeon Platinum 8275CL,16,192,EBS only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,0.0,0.0,0.0,0.0,8.0,#NAME?,#NAME?,#NAME?,#NAME?,244.1,0.0,0.0,100.0,1344.1,3.2,1 Inferencia chip - Comment: the estimated Scope 3 does not include the Inferencia chips
inf1.6xlarge,December 2019,24,96,Xeon Platinum 8275CL,48,192,EBS only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,0.0,0.0,0.0,0.0,24.0,#NAME?,#NAME?,#NAME?,#NAME?,244.1,0.0,0.0,100.0,1344.1,9.7,4 Inferencia chips - Comment: the estimated Scope 3 does not include the Inferencia chips
inf1.24xlarge,December 2019,96,96,Xeon Platinum 8275CL,192,192,EBS only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,0.0,0.0,0.0,0.0,96.0,#NAME?,#NAME?,#NAME?,#NAME?,244.1,0.0,0.0,100.0,1344.1,38.9,16 Inferencia chips - Comment: the estimated Scope 3 does not include the Inferencia chips
m1.small,August 2006,1,32,Xeon E5-2650,1.7,120,1 x 160 (SSD),SSD,4,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,0.34,0.51,0.68,1.02,0.0,0.0,0.0,0.0,1.2,#NAME?,#NAME?,#NAME?,#NAME?,144.2,400.0,0.0,100.0,1644.2,1.5,
m1.medium,March 2012,1,32,Xeon E5-2650,3.75,120,1 x SSD 410,SSD,4,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,0.75,1.13,1.50,2.25,0.0,0.0,0.0,0.0,1.2,#NAME?,#NAME?,#NAME?,#NAME?,144.2,400.0,0.0,100.0,1644.2,1.5,
m1.large,October 2007,2,32,Xeon E5-2650,7.5,120,2 x SSD 420,SSD,4,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,1.50,2.25,3.00,4.50,0.0,0.0,0.0,0.0,2.4,#NAME?,#NAME?,#NAME?,#NAME?,144.2,400.0,0.0,100.0,1644.2,3.0,
m1.xlarge,October 2007,4,32,Xeon E5-2650,15,120,4 x SSD 420,SSD,4,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,3.00,4.50,6.00,9.00,0.0,0.0,0.0,0.0,4.8,#NAME?,#NAME?,#NAME?,#NAME?,144.2,400.0,0.0,100.0,1644.2,5.9,
m2.xlarge,February 2010,2,32,Xeon E5-2665,17.1,280,1 x SSD 420,SSD,2,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,3.42,5.13,6.84,10.26,0.0,0.0,0.0,0.0,2.9,#NAME?,#NAME?,#NAME?,#NAME?,366.1,200.0,0.0,100.0,1666.1,3.0,
m2.2xlarge,October 2009,4,32,Xeon E5-2665,34.2,280,1 x SSD 850,SSD,2,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,6.84,10.26,13.68,20.52,0.0,0.0,0.0,0.0,5.8,#NAME?,#NAME?,#NAME?,#NAME?,366.1,200.0,0.0,100.0,1666.1,6.0,
m2.4xlarge,October 2009,8,32,Xeon E5-2665,68.4,280,2 x SSD 840,SSD,2,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,13.68,20.52,27.36,41.04,0.0,0.0,0.0,0.0,11.5,#NAME?,#NAME?,#NAME?,#NAME?,366.1,200.0,0.0,100.0,1666.1,12.1,
m3.medium,January 2014,1,32,Xeon E5-2670,3.75,240,1 x 4 (SSD),SSD,2,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,0.75,1.13,1.50,2.25,0.0,0.0,0.0,0.0,1.4,#NAME?,#NAME?,#NAME?,#NAME?,310.7,200.0,0.0,100.0,1610.7,1.5,Intel Xeon E5-2670 (Sandy Bridge or Ivy Bridge) processors
m3.large,January 2014,2,32,Xeon E5-2670,7.5,240,1 x 32 (SSD),SSD,2,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,1.50,2.25,3.00,4.50,0.0,0.0,0.0,0.0,2.9,#NAME?,#NAME?,#NAME?,#NAME?,310.7,200.0,0.0,100.0,1610.7,2.9,Intel Xeon E5-2670 (Sandy Bridge or Ivy Bridge) processors
m3.xlarge,October 2012,4,32,Xeon E5-2670,15,240,2 x 40 (SSD),SSD,2,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,3.00,4.50,6.00,9.00,0.0,0.0,0.0,0.0,5.8,#NAME?,#NAME?,#NAME?,#NAME?,310.7,200.0,0.0,100.0,1610.7,5.8,Intel Xeon E5-2670 (Sandy Bridge or Ivy Bridge) processors
m3.2xlarge,October 2012,8,32,Xeon E5-2670,30,240,2 x 80 (SSD),SSD,2,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,6.00,9.00,12.00,18.00,0.0,0.0,0.0,0.0,11.5,#NAME?,#NAME?,#NAME?,#NAME?,310.7,200.0,0.0,100.0,1610.7,11.7,Intel Xeon E5-2670 (Sandy Bridge or Ivy Bridge) processors
m4.large,June 2015,2,72,Xeon E5-2686 v4,8,256,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,1.60,2.40,3.20,4.80,0.0,0.0,0.0,0.0,1.6,#NAME?,#NAME?,#NAME?,#NAME?,332.9,0.0,0.0,100.0,1432.9,1.2,2.3 GHz Intel Xeon E5-2686 v4 (Broadwell) or 2.4 GHz Intel Xeon E5-2676 v3 (Haswell)
m4.xlarge,June 2015,4,72,Xeon E5-2686 v4,16,256,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,3.20,4.80,6.40,9.60,0.0,0.0,0.0,0.0,3.2,#NAME?,#NAME?,#NAME?,#NAME?,332.9,0.0,0.0,100.0,1432.9,2.3,2.3 GHz Intel Xeon E5-2686 v4 (Broadwell) or 2.4 GHz Intel Xeon E5-2676 v3 (Haswell)
m4.2xlarge,June 2015,8,72,Xeon E5-2686 v4,32,256,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,6.40,9.60,12.80,19.20,0.0,0.0,0.0,0.0,6.4,#NAME?,#NAME?,#NAME?,#NAME?,332.9,0.0,0.0,100.0,1432.9,4.6,2.3 GHz Intel Xeon E5-2686 v4 (Broadwell) or 2.4 GHz Intel Xeon E5-2676 v3 (Haswell)
m4.4xlarge,June 2015,16,72,Xeon E5-2686 v4,64,256,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,12.80,19.20,25.60,38.40,0.0,0.0,0.0,0.0,12.9,#NAME?,#NAME?,#NAME?,#NAME?,332.9,0.0,0.0,100.0,1432.9,9.2,2.3 GHz Intel Xeon E5-2686 v4 (Broadwell) or 2.4 GHz Intel Xeon E5-2676 v3 (Haswell)
m4.10xlarge,June 2015,40,48,Xeon E5-2676 v3,160,256,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,32.00,48.00,64.00,96.00,0.0,0.0,0.0,0.0,40.0,#NAME?,#NAME?,#NAME?,#NAME?,332.9,0.0,0.0,100.0,1432.9,34.5,2.3 GHz Intel Xeon E5-2686 v4 (Broadwell) or 2.4 GHz Intel Xeon E5-2676 v3 (Haswell)
m4.16xlarge,September 2016,64,72,Xeon E5-2686 v4,256,256,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,51.20,76.80,102.40,153.60,0.0,0.0,0.0,0.0,51.6,#NAME?,#NAME?,#NAME?,#NAME?,332.9,0.0,0.0,100.0,1432.9,36.9,2.3 GHz Intel Xeon E5-2686 v4 (Broadwell) or 2.4 GHz Intel Xeon E5-2676 v3 (Haswell)
